Username,CreatedAt,AvatarUrl,Id,Contributions,JavaScript,Python,Java,C#,PHP,TypeScript,Ruby,C++,C,Swift,Go,Shell,Kotlin,Rust,PowerShell,Objective-C,R,MATLAB,Dart,Vue,Assembly,Sass,CSS,HTML,Pascal,Racket,Zig,Other
sombriks,2011-01-11T02:29:55Z,https://avatars.githubusercontent.com/u/556695?v=4,2,1431,96886,3165,27305,0,0,16981,0,20578,0,0,6607,1155,0,0,0,0,0,0,0,26488,0,492,2974,16481,0,0,0,3699
linstantnoodles,2011-01-12T14:40:22Z,https://avatars.githubusercontent.com/u/559772?u=ed84eb8cb0b2fa0718705d26517e02b43bec0e8d&v=4,2,4,31695,116202,0,0,0,0,104906,0,0,0,0,0,0,0,0,0,0,0,0,0,2408,0,12159,1048825,0,0,0,14611
RonB,2011-01-12T14:41:32Z,https://avatars.githubusercontent.com/u/559779?u=161be5578b4789509f21231be68134cb17ee42fb&v=4,1,19,162495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1409,5996,0,0,0,0
jnnix,2011-01-13T13:55:28Z,https://avatars.githubusercontent.com/u/562747?u=c10a282b76645a103c3a928ede0e555e0856cd97&v=4,1,1,0,677,0,0,0,0,0,0,0,0,0,56768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9090
Evilbits,2011-01-13T13:56:34Z,https://avatars.githubusercontent.com/u/562749?u=ed836effb7dec51ffae3db042dad1b61482bf6f6&v=4,1,177,0,0,0,0,0,0,9271,0,0,0,0,275768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29142
kamranayub,2011-01-14T00:51:40Z,https://avatars.githubusercontent.com/u/563819?u=c70bdd4954784b4ac326b1132f3f6fcbd3460f48&v=4,1,710,26812,0,0,124238,0,2078108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5407,44716,0,0,0,11347
therocketforever,2011-01-14T00:51:49Z,https://avatars.githubusercontent.com/u/563820?v=4,1,288,3809328,264895,0,0,0,996413,43293795,9751465,73899404,0,0,694450,0,0,576,2484,0,0,0,0,209612,0,33444,220909,0,0,0,87892317
kmariano,2011-01-14T19:19:04Z,https://avatars.githubusercontent.com/u/565178?u=e57ea0f59e2f8cb849d6136f24345bca8cae5fcf&v=4,1,0,10598,0,0,0,0,0,0,0,0,0,0,6784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10450
zevdg,2011-01-17T03:43:06Z,https://avatars.githubusercontent.com/u/568234?v=4,2,4,0,11230,0,0,0,0,0,0,0,0,80388,907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Styr1x,2011-01-17T18:29:34Z,https://avatars.githubusercontent.com/u/569324?v=4,1,28,0,0,0,122457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tomoguisuru,2011-01-17T18:34:59Z,https://avatars.githubusercontent.com/u/569332?u=4473dc1c404aa87abcd4fe55843b638043cdcc6a&v=4,2,4,72283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380,11363,0,0,0,13478
olakara,2011-01-18T15:47:25Z,https://avatars.githubusercontent.com/u/570905?u=b8d37818a0caaaf5acce24ee285f033d848d1126&v=4,2,411,7700,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182977,118628,0,0,0,825
LeXeL,2011-01-19T15:34:35Z,https://avatars.githubusercontent.com/u/572782?u=21086110727a3aba4898696fa33cb2be42a61a7f&v=4,2,46,40643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22463,0,0,7990,3835,0,0,0,0
hampusborgos,2011-01-20T09:52:58Z,https://avatars.githubusercontent.com/u/574239?v=4,1,159,678996,1610,0,0,0,0,0,2382982,18105,0,0,2091,0,0,0,0,21922,0,0,0,0,0,50864,111505,0,0,0,9483
yangbor,2011-01-21T17:15:51Z,https://avatars.githubusercontent.com/u/576888?v=4,1,7,176352,2652,7912248,0,0,0,2196,0,0,0,1856603,47206,0,0,0,0,0,0,0,0,0,0,107958,3399383,0,0,0,25148
nskostas,2011-01-21T17:21:16Z,https://avatars.githubusercontent.com/u/576900?u=61dfb1d389c365982474b20685689199c1550c76&v=4,1,10,0,286166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anthonyringoet,2011-01-21T17:26:53Z,https://avatars.githubusercontent.com/u/576905?u=8fb8b697e09230422c58da5570738306e5668950&v=4,2,42,10591,0,0,0,0,0,0,0,0,0,6774,68864,0,0,0,0,0,0,0,0,0,0,643,929,0,0,0,0
saulhardman,2011-01-23T07:10:20Z,https://avatars.githubusercontent.com/u/578381?u=e1fcdfa70f9f26472a52e2dab3e14220eb4daffd&v=4,2,672,5153023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4990,0,0,0,0
kgdunn,2011-01-22T19:36:45Z,https://avatars.githubusercontent.com/u/578383?u=86a1d6bc5ab66cf9793533a3447ec8466508c606&v=4,1,9,4281,551496,0,0,0,0,0,0,0,0,0,188,0,0,0,0,257152,10202,0,0,0,0,4156,22499,0,0,0,891271
sgwilym,2011-01-23T18:27:48Z,https://avatars.githubusercontent.com/u/579491?u=a9bce7897d9ca85b9e866eaca4ae8d5b9028c26e&v=4,1,629,9858,0,0,0,0,1226964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16107,342,0,0,0,1921
joehughesjr,2011-01-24T14:59:07Z,https://avatars.githubusercontent.com/u/580918?v=4,2,0,0,12032,0,0,0,0,0,0,99499,0,0,5931,0,0,0,0,17,0,0,0,4936,0,0,0,0,0,0,8164
plummer,2011-01-24T14:59:15Z,https://avatars.githubusercontent.com/u/580919?u=5b3129297a41a836e83310a4db5554c3ee33b927&v=4,2,0,469,0,0,0,0,0,2313,0,0,99120,0,72,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0
sirpalee,2011-01-25T09:53:08Z,https://avatars.githubusercontent.com/u/582376?v=4,2,140,0,2935225,0,29270,0,0,0,3357233,81754,0,0,15546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240353
amba,2011-01-26T18:58:34Z,https://avatars.githubusercontent.com/u/585125?u=d25617cc88091b16953fac940769aacddac650c4&v=4,1,87,129814,849635,291954,0,0,0,0,9999,14169444,0,0,14459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3270235
hrushie,2011-01-26T18:58:38Z,https://avatars.githubusercontent.com/u/585126?u=1cbdb439e25c5703c9b8ed7d6b6cf28908a1ca3e&v=4,2,2,0,0,795814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6641
bogdanghervan,2011-01-26T19:02:11Z,https://avatars.githubusercontent.com/u/585130?u=c75421f76e7fa8f9092331a20be63c0ea08d7c47&v=4,2,710,34950,0,0,0,156186,0,0,0,0,0,0,3536,0,0,0,0,0,0,0,0,0,0,5900,40884,0,0,0,0
hkulekci,2011-01-27T10:51:23Z,https://avatars.githubusercontent.com/u/586318?u=07ab879eb4e05cedbe255231e3ede63ef66cac0f&v=4,2,205,33193,0,0,0,232838,0,49,0,0,0,0,193,0,0,0,0,0,0,0,0,0,0,16397,13158,0,0,0,10604
breinz,2011-01-27T11:02:54Z,https://avatars.githubusercontent.com/u/586328?u=cecd7b5222f46f43788f35937dd2f24e13f15f26&v=4,1,0,3927,0,0,0,0,322364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110532,123259,0,0,0,0
DOUGLASMENDES,2011-01-28T11:46:48Z,https://avatars.githubusercontent.com/u/588234?u=0653647c22b2d7a0d5596635594c2fe36d4b771a&v=4,1,158,0,380320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34557
malvre,2011-01-28T11:49:00Z,https://avatars.githubusercontent.com/u/588242?u=b92b28dde7c9522652461f4505bf207a7e4d7b59&v=4,2,39,1429,0,0,0,0,76530,0,0,0,0,0,447,0,0,0,0,0,0,0,0,0,0,0,27059,0,0,0,7553
ketchupok,2011-01-28T11:49:45Z,https://avatars.githubusercontent.com/u/588244?u=c9d35a2d458d941a68475be8ab2b220bc5c16c1c&v=4,1,0,20522657,255692,153443,0,628,116625,0,1975436,9126113,0,0,164453,0,0,0,296278,0,0,0,0,26262,0,207366,423077,0,0,0,521138
YannickFricke,2011-01-30T17:14:49Z,https://avatars.githubusercontent.com/u/591450?u=9caccd5d8b679d9936af8940d8a09044c6e25a1f&v=4,2,985,9995,0,0,0,0,199681,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,397,0,0,0,12512
Nicofuma,2011-01-30T17:17:07Z,https://avatars.githubusercontent.com/u/591456?u=1200227b37374e2bd6d34fc7f79f460ce94ac8ec&v=4,1,453,295311,1619,0,0,11272392,0,0,0,0,0,0,34018,0,0,0,0,0,0,0,0,0,0,207803,1050962,0,0,0,9912
ironboy,2011-01-31T13:27:17Z,https://avatars.githubusercontent.com/u/592742?u=41753c90a42fd0f0c0e9d50712ffa04e2852ed38&v=4,2,762,11981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tankbusta,2011-01-31T13:30:49Z,https://avatars.githubusercontent.com/u/592749?u=112e4ca27b4e46bd664d4a51ff191f4283545c8a&v=4,2,464,0,0,0,0,0,0,0,0,0,0,8593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bjhaid,2011-02-01T00:50:58Z,https://avatars.githubusercontent.com/u/593852?u=576c602161fb047a93a3625619848d174070a6ee&v=4,1,3053,0,0,0,0,0,0,12225,0,0,0,22365,3061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,583170
mrfyda,2011-02-01T00:54:51Z,https://avatars.githubusercontent.com/u/593860?u=bdab19a23e3bf71abd0a32ab208fe80e164d4ad2&v=4,1,525,2769,0,0,0,0,551275,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,11576,4404,0,0,0,302645
jtgans,2011-02-01T17:30:53Z,https://avatars.githubusercontent.com/u/595205?v=4,1,18,0,136088,0,0,0,0,0,0,1195,0,0,0,0,0,0,0,0,0,0,0,23183,0,0,61934,0,0,0,18494
yoms,2011-02-02T07:40:10Z,https://avatars.githubusercontent.com/u/596332?u=7c0a390e65f404daa455dc51d2b39e05f78cd0fb&v=4,1,0,117674,102116,73453,0,0,0,0,16529,0,0,0,2446,0,0,0,0,0,0,0,0,0,0,19002,10557,0,0,0,30980
EbenZhang,2011-02-02T07:43:12Z,https://avatars.githubusercontent.com/u/596334?v=4,1,31,20419,3812,6396,6425684,0,0,0,42507,2155,0,0,679,24815,0,52737,1568,0,0,0,0,0,0,9409,4839,0,0,0,4296
kelmok,2011-02-02T21:08:13Z,https://avatars.githubusercontent.com/u/597527?u=f5d191f0061b8799ce71215dd9835bc83b41deaa&v=4,2,0,0,28343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
softon,2011-02-03T15:19:04Z,https://avatars.githubusercontent.com/u/598761?u=4bc78c58638e010bab87779ba4d1f427f631bb5d&v=4,1,81,0,0,0,0,9165798,0,0,0,0,0,0,6626,0,0,0,0,0,0,0,0,0,0,4619,0,0,0,0,39056
BenTGNU,2011-02-03T15:27:37Z,https://avatars.githubusercontent.com/u/598774?u=162e91d0da91b5faa82351592f561b4092351f53&v=4,2,0,0,2126,0,0,0,0,0,0,0,0,0,1035670,0,0,0,0,0,0,0,0,0,0,6858,5563,0,0,0,310
kkk669,2011-02-05T07:15:02Z,https://avatars.githubusercontent.com/u/601636?v=4,1,558,0,0,0,0,0,0,0,304825,54505,208640,0,0,0,0,0,0,0,0,0,0,29244,0,0,11182,0,0,0,10710
GusevDV,2011-02-05T07:21:52Z,https://avatars.githubusercontent.com/u/601639?u=604d210151ab72adaf1478bf9c9228ddb17f3dbd&v=4,1,78,0,0,0,0,0,45455,0,0,0,0,0,191,0,0,0,0,0,0,0,0,0,0,0,366,0,0,0,64
pwhelan,2011-02-05T07:30:12Z,https://avatars.githubusercontent.com/u/601645?u=c60010249c18df8ae58f2e331a2d7f0db8b22240&v=4,1,286,0,0,0,0,0,0,0,0,0,0,3360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284
arturmkrtchyan,2011-02-05T07:34:09Z,https://avatars.githubusercontent.com/u/601646?u=0484df9fa38f5bf04b74f81eae2f962faa24536b&v=4,2,0,0,0,313635,0,0,0,0,0,0,0,0,1346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maedi,2011-02-05T07:38:24Z,https://avatars.githubusercontent.com/u/601650?u=4df1a57223a352f8b2f38ae56d0a617483f9fc7a&v=4,2,595,15293,0,0,0,0,0,2286935,0,189406,0,0,4158,0,0,0,1035425,0,0,0,0,0,0,1982,9740,0,0,0,0
jussik,2011-02-06T07:05:02Z,https://avatars.githubusercontent.com/u/602932?v=4,1,18,4284,0,0,24394,0,55148,0,0,0,0,0,0,0,24717,0,0,0,0,0,0,0,0,5701,1751,0,0,0,434
doddipriyambodo,2011-02-07T12:28:59Z,https://avatars.githubusercontent.com/u/604629?u=fb21bf7a50576d517b648c97a9914f51ff6d4fdb&v=4,1,28,7719433,5576,0,0,0,32681,0,265995,13620,0,367346,928,0,0,0,0,0,0,0,0,0,0,86268,74254,0,0,0,3320
hws47a,2011-02-07T12:36:05Z,https://avatars.githubusercontent.com/u/604641?u=575ce04cb6d02f355ff3ad3b8505e02e94ce43d9&v=4,2,173,13531,0,0,0,185893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3648,0,0,0,14954
nodet,2011-02-09T10:30:35Z,https://avatars.githubusercontent.com/u/608561?u=164694a6c19bcca6001f0bcdbaaf4248bdc91ddd&v=4,2,203,0,181525,0,0,0,0,0,0,0,0,0,1192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3040
syriaca,2011-02-10T08:33:35Z,https://avatars.githubusercontent.com/u/610470?u=6192789e2105ec79508f40c71f788aea7c8664da&v=4,1,0,19747,0,0,0,0,2592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5578,4599,0,0,0,0
guillemsola,2011-02-10T08:35:36Z,https://avatars.githubusercontent.com/u/610476?u=e9d7cbef503a40ee2ffa0d830b1aaa97c8c6b446&v=4,1,8,31669,0,0,3610,0,0,0,0,0,0,0,0,0,0,2614,0,0,0,0,4194,0,0,486157,2503,0,0,0,1891
lolychee,2011-02-10T08:38:22Z,https://avatars.githubusercontent.com/u/610480?v=4,1,19,3982,0,0,0,0,0,132702,0,0,0,0,1143,0,0,0,0,0,0,0,0,0,0,854,37782,0,0,0,2047
06chaynes,2011-02-11T08:02:14Z,https://avatars.githubusercontent.com/u/612378?u=156460a88b18d2fa26e9886db0847f9d4d35e614&v=4,1,1099,0,0,0,0,0,0,0,0,0,0,0,0,0,202568,0,0,0,0,0,0,0,0,283,0,0,0,0,0
zhaoyh603,2011-02-12T01:15:32Z,https://avatars.githubusercontent.com/u/613767?v=4,2,26,105197,8013,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,8910,16105,0,0,0,174893
zotz,2011-02-12T21:36:16Z,https://avatars.githubusercontent.com/u/614926?u=fa7bfd549bcd6f23c2a45880beb30a3847918095&v=4,2,81,0,90981,0,0,53382,0,0,0,0,0,7239,23016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115069
berkas1,2011-02-12T21:44:48Z,https://avatars.githubusercontent.com/u/614935?u=5b2b8d568e47b542035bb7a496f6367e8531c856&v=4,1,49,0,9795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2097,0,0,0,3338
ofen,2011-02-12T21:48:37Z,https://avatars.githubusercontent.com/u/614942?u=522df3e0a3e9667250c81af4d82ae44d1bef62ed&v=4,1,7,0,0,0,0,0,0,0,0,0,0,46196,0,0,0,0,0,0,0,0,0,0,0,0,626,0,0,0,23
andflett,2011-02-15T15:33:05Z,https://avatars.githubusercontent.com/u/619374?v=4,1,1851,300580,0,0,0,0,0,2208,0,0,0,0,3397,0,0,0,0,0,0,0,0,0,0,0,12240,0,0,0,42662
TheBB,2011-02-15T15:33:32Z,https://avatars.githubusercontent.com/u/619375?u=cc0b7c4116c77840d1f12cdd530d34e0ef39b24e&v=4,1,321,38522,3680436,0,0,0,0,1634,0,501939,0,0,13639,0,332433,1410,0,0,0,0,0,0,0,10061,0,0,0,0,5201639
bertlacy,2011-02-15T15:34:44Z,https://avatars.githubusercontent.com/u/619377?u=f3004e31ea079a3b3a6b624c65f8aec20842097d&v=4,1,0,82826,0,0,84831369,0,0,883,0,0,0,0,64,0,0,113322,0,0,0,0,0,0,0,14327,184581,0,0,0,146709
atav32,2011-02-16T22:34:52Z,https://avatars.githubusercontent.com/u/622185?u=df2194a807e4deef5390fb2a1b6b1f7c319fed1e&v=4,2,157,67354,1174,0,0,0,3942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1468,2278,0,0,0,0
Moddus,2011-02-16T22:35:09Z,https://avatars.githubusercontent.com/u/622187?v=4,1,2,2200,38837,0,0,0,0,0,0,0,0,3592,5790,0,0,0,0,0,0,0,0,0,0,2319,0,0,0,0,779
david-ciamberlano,2011-02-17T14:39:23Z,https://avatars.githubusercontent.com/u/623364?u=06fe081bf3c854e36f0dada0ba09be5404ad1de5&v=4,1,1,0,0,127631,0,0,0,0,0,0,0,0,2346,0,0,0,0,0,0,0,0,0,0,1,8535,0,0,0,4462
JesseLiberty,2011-02-17T14:42:32Z,https://avatars.githubusercontent.com/u/623369?u=caf619e545c38b1fccb29d44c188a84f5da5a04b&v=4,2,222,0,0,0,57520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
terehru,2011-02-17T14:47:19Z,https://avatars.githubusercontent.com/u/623380?v=4,2,340,486883,0,0,0,29964371,0,0,0,0,0,0,2070,0,0,0,0,0,0,0,0,0,0,62785,13876,0,0,0,85706
lehos,2011-02-18T21:03:43Z,https://avatars.githubusercontent.com/u/625957?v=4,2,3,62956,0,0,0,0,69747,0,0,0,0,0,0,0,0,0,0,0,0,0,5602,0,0,45190,104680,0,0,0,0
ntasfi,2011-02-20T05:35:50Z,https://avatars.githubusercontent.com/u/627939?u=75b99b23a5b63744462fcf828c7732f7e91db73c&v=4,2,3,0,167222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1588
liamegan,2011-02-20T05:46:54Z,https://avatars.githubusercontent.com/u/627944?u=ed6571f3581dfa6d173157fd9e0e3016dd1ac23d&v=4,1,949,101507,0,0,0,0,154803,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0,0,8875,22868,0,0,0,397
zengsn,2011-02-20T05:48:40Z,https://avatars.githubusercontent.com/u/627946?u=256918f58a36d8ad6958067a697c5c6da040f87f&v=4,1,659,0,6140,0,0,0,0,0,0,5220,0,0,0,0,0,0,2189,0,192582,0,0,0,0,0,0,0,0,0,1159
xmlking,2011-02-20T06:00:04Z,https://avatars.githubusercontent.com/u/627951?u=de5c04ff205fc34cf5f7a7ffb65d8ce8158b8ad0&v=4,1,1440,309368,0,6604,0,0,1445748,0,0,0,0,259055,17864,684728,0,0,0,0,0,0,0,0,0,2041,170789,0,0,0,175285
mkyutani,2011-02-21T01:54:58Z,https://avatars.githubusercontent.com/u/629125?u=f09825e008090925180133388a1b312c54420562&v=4,1,237,774,84323,0,0,0,123655,0,0,0,0,0,5617,0,0,0,0,0,0,0,0,0,0,1359,0,0,0,0,589
levey,2011-02-21T02:12:00Z,https://avatars.githubusercontent.com/u/629136?v=4,1,2,0,0,0,0,0,0,2606,0,0,0,0,2552,0,0,0,679993,0,0,0,0,0,0,0,0,0,0,0,6144
brandonwamboldt,2011-02-21T02:17:59Z,https://avatars.githubusercontent.com/u/629141?u=3ea8f7158095b9414f6e818ebd824073b827b615&v=4,1,40,185528,0,0,0,157618,0,0,0,0,0,0,60203,0,0,0,0,0,0,0,0,0,0,1579,55510,0,0,0,11776
lukem,2011-02-21T02:18:31Z,https://avatars.githubusercontent.com/u/629143?u=31e7b30e85056e7085306d4973415200436a36d0&v=4,2,328,0,27940,0,0,33171,0,0,143472,6017560,0,0,252951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,588602
blimmer,2011-02-21T18:24:04Z,https://avatars.githubusercontent.com/u/630449?u=853443d98e9aabab9766739bc8a382e5ac9a7e58&v=4,1,2367,2883,0,0,0,0,55498,2896,0,0,0,0,21962,0,0,0,0,0,0,0,0,0,0,7780,18210,0,0,0,3120
DarkLiKally,2011-02-21T18:36:16Z,https://avatars.githubusercontent.com/u/630466?u=656ab1d1f37f4683340816769227a6f56f7eccb9&v=4,2,4,0,0,0,289752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
linktohack,2011-02-22T10:32:39Z,https://avatars.githubusercontent.com/u/631681?v=4,1,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54206
miguelcobain,2011-02-22T10:40:55Z,https://avatars.githubusercontent.com/u/631691?v=4,2,1711,1024968,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,147,10964,0,0,0,271364
rafalwrzeszcz,2011-02-23T09:22:21Z,https://avatars.githubusercontent.com/u/633614?v=4,1,74,0,0,0,0,0,0,0,0,0,0,0,0,340638,51509,0,0,0,0,0,0,0,0,0,0,0,0,0,952
Dakuan,2011-02-23T09:25:51Z,https://avatars.githubusercontent.com/u/633621?u=abddefcb235f28ea4d2230309cf986e858f06c0c&v=4,1,864,24710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jinivus,2011-02-24T03:48:41Z,https://avatars.githubusercontent.com/u/635282?v=4,1,37,5217352,0,0,762875,0,0,0,0,0,0,11991,7778,0,0,0,0,0,0,0,0,0,0,177599,336,0,0,0,1537164
jaylogue,2011-02-24T18:17:47Z,https://avatars.githubusercontent.com/u/636485?u=74a107a0436c5247939aaf1631c05c0360663a74&v=4,1,23,0,2166183,300780,0,0,0,0,13724710,2112402,0,0,125905,0,0,0,126850,0,0,0,0,35624,0,0,0,0,0,0,854052
DanielFidalgo,2011-02-24T18:23:59Z,https://avatars.githubusercontent.com/u/636494?u=aa4f46173df71dda7d796632d47530c26f8ac797&v=4,2,77,0,0,0,0,0,0,0,0,0,0,0,828,66907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sailro,2011-02-25T15:49:03Z,https://avatars.githubusercontent.com/u/638167?u=100f354f54a8f49ea4d89cf2d8f5e206ea09ad77&v=4,1,302,0,0,0,12020088,0,0,0,0,0,0,0,333,0,0,931,0,0,0,0,0,0,0,0,0,0,0,0,11279
michaelholm,2011-02-25T15:50:49Z,https://avatars.githubusercontent.com/u/638170?u=d485799cca626eb1f22ad675392d9631a48be136&v=4,1,1223,695610,0,0,0,0,0,48320,0,0,0,0,0,0,0,0,0,0,0,0,21906,0,0,1753547,369002,0,0,0,0
JoshuaLicense,2011-02-25T15:51:21Z,https://avatars.githubusercontent.com/u/638172?u=5b96f915d0ff0d80a77f89bd29b1f8dfbf8d3e5d&v=4,2,915,2544,0,0,0,883,9304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81889
renatocosta,2011-02-25T15:53:24Z,https://avatars.githubusercontent.com/u/638176?u=f9e28e39860fe8b23fd31d98ae7ac17813104db9&v=4,1,3,24,0,0,0,995409,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,55958,0,0,0,314511
svetlin-mladenov,2011-02-26T09:52:28Z,https://avatars.githubusercontent.com/u/639378?u=7e241d39cee204a3723a16b2b849c25c7c6a9bb8&v=4,1,441,25834,12097,0,0,0,0,0,0,50418,0,0,100,0,0,0,0,0,0,0,0,0,0,0,1907,0,0,0,779
tomellis,2011-02-26T09:59:31Z,https://avatars.githubusercontent.com/u/639383?u=e95d857cfa75cc977b7f6e4fbdc8b8405324cbd9&v=4,2,3,2983789,13829815,0,76698,0,92028,0,0,0,0,0,40963,0,0,0,0,0,0,0,0,0,0,624711,212862,0,0,0,10592
arturocuicas,2011-02-27T12:55:21Z,https://avatars.githubusercontent.com/u/640782?u=09e562f6e3a5d7228bc59b565d23ee38de01f590&v=4,1,2264,0,33901,0,0,0,0,0,0,0,0,6933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1122
pozdneev,2011-02-27T12:57:52Z,https://avatars.githubusercontent.com/u/640788?u=93e771b9b4569ed61ed72aeae7cbf35af7e1ea1e&v=4,1,3,0,0,0,0,0,0,0,0,0,0,0,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31146
modernn,2011-02-28T07:54:21Z,https://avatars.githubusercontent.com/u/641949?v=4,2,3,0,0,0,21526,0,10998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,763,2050,0,0,0,0
t3rminus,2011-02-28T21:25:09Z,https://avatars.githubusercontent.com/u/643473?u=456ceec6f161da706c90d630775c306d052ff7a8&v=4,1,213,254771,0,0,0,0,30458,0,0,0,0,0,283,0,0,0,0,0,0,0,0,0,0,0,1815,0,0,0,942
ichatz,2011-02-28T21:30:01Z,https://avatars.githubusercontent.com/u/643482?u=7f4148d490edbee869aff2ae266a4b014ac4d41a&v=4,1,10,0,8092,0,0,0,0,0,0,102265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1925355
TytaniumDev,2011-02-28T21:32:31Z,https://avatars.githubusercontent.com/u/643495?v=4,2,1,0,0,0,0,0,0,19250,0,0,404,0,0,130,0,0,38,0,0,30467,0,0,0,0,1529,0,0,0,0
adriancs2,2011-03-02T10:04:10Z,https://avatars.githubusercontent.com/u/646615?u=035359b6bf795f19eb9d2660c389644eb1e1cab4&v=4,2,350,17983,0,0,1234173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10329,0,0,0,0,60306
noisecrime,2011-03-03T00:43:37Z,https://avatars.githubusercontent.com/u/648081?u=03093e0056d02c6daa431969913dfea792bfb048&v=4,2,85,3454,0,0,759853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6182,0,0,0,711993
Deraen,2011-03-03T00:48:08Z,https://avatars.githubusercontent.com/u/648087?u=d7209823a39c0346c40afcb5aa1c0ff59bcabec0&v=4,2,146,4067,0,7615,0,0,0,0,0,0,0,0,8110,0,0,0,0,0,0,0,0,0,0,14989,505,0,0,0,927065
BFPierce,2011-03-03T01:00:41Z,https://avatars.githubusercontent.com/u/648097?v=4,1,0,199568,6786,0,0,49590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9673,64387,0,0,0,0
DrHogart,2011-03-04T15:48:46Z,https://avatars.githubusercontent.com/u/651214?v=4,1,1,0,3248290,0,0,0,0,21238,0,0,0,0,131003,0,0,0,0,67359,0,0,0,0,0,0,3878,0,0,0,11315
MasonM,2011-03-04T15:52:53Z,https://avatars.githubusercontent.com/u/651224?u=71f973a2e35bab56cd0dc092db7c618f153dbf73&v=4,1,170,240317,440840,36809,0,0,0,72065,0,0,0,0,6963,0,0,0,0,0,0,0,0,0,0,16851,24628,0,0,0,695
albertodebortoli,2011-03-05T21:36:02Z,https://avatars.githubusercontent.com/u/653112?u=ac121ac24950fcae295a36bf42f6b3ad2812f256&v=4,1,691,0,0,0,0,0,0,9311,0,0,140758,0,0,0,0,0,71322,0,0,0,0,0,0,0,0,0,0,0,0
